Date,ALVO.IC,AMRQ.IC,BRIM.IC,EIK.IC,EIM.IC,HAMP.IC,HEIMAR.IC,ICEAIR.IC,ISB.IC,JBTM.IC,KVIKA.IC,NOVA.IC,OCS.IC,OLGERD.IC,PLAY.IC,SIMINN.IC,SKAGI.IC,SVN.IC,SYN.IC,^XIPI
2023-02-28,2020.0,78.0,83.47340393066406,9.414053916931152,497.7747192382813,134.54856872558594,23.914121627807617,1.9800000190734863,105.1346664428711,,14.944540977478027,3.8510215282440186,,10.0,10.0,0.2291524410247802,,113.92018127441406,59.5,
2023-03-31,1800.0,77.5,82.51942443847656,11.132258415222168,516.80029296875,125.7096176147461,25.09994506835937,1.9600000381469729,106.57177734375,,14.351163864135742,4.126094341278076,,10.800000190734863,11.449999809265137,11.025310516357422,,115.37448120117188,57.0,
2023-04-28,1450.0,77.0,81.27924346923828,11.420160293579102,523.2030639648438,141.42332458496094,24.90230941772461,1.9700000286102293,110.67755889892578,,13.967442512512209,4.70571231842041,,12.899999618530272,12.199999809265137,11.218737602233888,,113.3212661743164,57.5,
2023-05-31,1170.0,76.4000015258789,79.18048095703125,10.556451797485352,482.9566650390625,125.7096176147461,23.123571395874023,1.8600000143051147,104.42963409423828,,13.430233001708984,4.460111618041992,,12.800000190734863,9.800000190734863,9.864751815795898,,110.85775756835938,48.59999847412109,
2023-06-30,1115.0,77.0,77.27252197265625,10.74838638305664,484.78607177734375,127.67383575439452,23.51884651184082,2.0299999713897705,101.75194549560548,,13.12325668334961,4.234158992767334,,12.149999618530272,12.0,9.768038749694824,,116.27747344970705,45.20000076293945,
2023-07-31,1325.0,79.5999984741211,78.03570556640625,11.804032325744627,486.6154479980469,144.36964416503906,24.70466995239257,2.039999961853028,104.87591552734376,,12.969767570495604,4.263631343841553,,13.0,14.5,9.768038749694824,,112.33586120605467,45.59999847412109,
2023-08-31,1315.0,92.5999984741211,75.55535125732422,11.708064079284668,486.6154479980469,140.4412078857422,24.111759185791016,1.870000004768372,104.87591552734376,,12.931395530700684,4.126094341278076,,12.949999809265137,12.399999618530272,9.768038749694824,,110.85775756835938,45.0,
2023-09-29,1285.0,99.0,70.21305847167969,11.372177124023438,448.1984252929688,136.75831604003906,23.024751663208008,1.4500000476837158,99.52054595947266,,11.43488311767578,3.9492619037628174,,12.300000190734863,8.800000190734863,8.994332313537598,,105.93074798583984,45.29999923706055,
2023-10-31,1225.0,103.0,65.25234985351562,10.844354629516602,429.9046325683594,124.72750854492188,22.135385513305664,1.3700000047683716,91.93377685546876,,10.667441368103027,3.8510215282440186,,12.600000381469728,8.399999618530273,8.510766983032227,,94.59861755371094,44.20000076293945,
2023-11-30,1350.0,107.0,74.21977996826172,11.036290168762209,413.440185546875,122.76329803466795,22.530658721923828,1.2699999809265137,95.0577392578125,,11.127906799316406,3.831373691558838,,13.050000190734863,7.449999809265137,8.607479095458984,,97.35774993896484,42.59999847412109,
2023-12-29,1585.0,120.0,79.75286865234375,11.228225708007812,442.7102661132813,137.49488830566406,23.71648406982422,1.3350000381469729,99.0742645263672,,13.31511688232422,3.9394381046295166,,15.25,7.800000190734863,9.622968673706056,,102.4818344116211,47.5,
2024-01-31,2180.0,131.0,79.75286865234375,12.187902450561523,422.5870971679688,148.29806518554688,26.68104553222656,1.4800000190734863,103.98334503173828,,13.391860961914062,4.263631343841553,,17.350000381469727,7.699999809265137,10.34831714630127,,101.9891357421875,48.0,
2024-02-29,2170.0,139.0,75.93695068359375,10.556451797485352,352.1559143066406,142.40542602539062,24.90230941772461,1.1699999570846558,95.0577392578125,,11.89534854888916,4.086798191070557,,17.649999618530273,4.400000095367432,10.15489101409912,,93.21905517578124,44.0,
2024-03-28,1750.0,135.0,75.35469818115234,10.364516258239746,349.9121398925781,140.54019165039062,22.72829818725586,1.065000057220459,96.64292907714844,,11.166279792785645,3.9296138286590576,,17.700000762939453,4.599999904632568,9.959568977355955,,91.74095153808594,41.59999847412109,
2024-04-30,2080.0,133.0,75.94187927246094,9.308870315551758,319.8642883300781,139.5504608154297,22.135385513305664,1.0099999904632568,98.06414794921876,,10.744186401367188,3.9296138286590576,1840.0,18.39999961853028,4.179999828338623,9.811654090881348,16.700000762939453,90.164306640625,45.59999847412109,
2024-05-31,1885.0,126.0,67.9170913696289,9.260886192321776,315.9871520996094,121.73551177978516,22.92593574523925,0.9459999799728394,91.90552520751952,,11.741860389709473,3.7920773029327393,1610.0,18.0,2.9800000190734863,9.31860637664795,15.699999809265137,83.26649475097656,35.599998474121094,
2024-06-28,1630.0,112.0,69.09144592285156,9.78870964050293,321.8028564453125,118.766357421875,24.40821647644043,0.9340000152587892,90.95804595947266,,10.936046600341797,3.615244865417481,1670.0,17.700000762939453,2.5199999809265137,9.19534397125244,14.899999618530272,91.14971160888672,32.599998474121094,
2024-07-31,1665.0,106.0,70.07008361816406,9.500805854797363,339.25,117.7766342163086,24.90230941772461,0.8640000224113464,97.59040832519533,,11.780233383178713,3.7134850025177,1610.0,17.600000381469727,1.950000047683716,9.269301414489746,,90.65701293945312,33.79999923706055,
2024-08-30,1625.0,110.0,73.78888702392578,10.556451797485352,339.25,120.74579620361328,28.65741729736328,0.8740000128746033,96.64292907714844,,12.58604621887207,3.693836927413941,1670.0,17.600000381469727,1.809999942779541,9.86095905303955,14.699999809265137,94.10591888427734,30.600000381469727,
2024-09-30,1610.0,125.0,76.529052734375,11.612096786499023,343.12713623046875,116.78691864013672,30.436153411865234,1.184999942779541,105.17024230957033,,13.583722114562988,3.615244865417481,1655.0,17.5,2.0,10.255396842956545,17.5,96.56942749023438,31.799999237060547,
2024-10-31,1800.0,146.5,72.81025695800781,13.14758014678955,348.94287109375,117.7766342163086,33.00544357299805,1.100000023841858,119.38243865966795,,14.543024063110352,3.75278115272522,2360.0,17.200000762939453,1.0700000524520874,11.53732204437256,19.100000381469727,90.65701293945312,30.200000762939453,
2024-11-29,1620.0,153.0,72.22307586669922,13.435483932495115,378.02142333984375,110.84860229492188,34.784175872802734,1.2300000190734863,117.96121978759766,,14.581395149230955,3.988558053970337,2220.0,17.799999237060547,1.0099999904632568,12.91785717010498,19.39999961853028,92.13511657714844,33.0,
2024-12-30,1775.0,182.5,72.4188003540039,13.531451225280762,372.2057189941406,101.44625854492188,38.53928756713867,1.4600000381469729,117.48748016357422,,15.732558250427246,4.263631343841553,2380.0,18.700000762939453,1.0,13.312294960021973,21.600000381469727,92.13511657714844,32.20000076293945,
2025-01-31,1800.0,196.0,74.18034362792969,12.955644607543944,432.3014221191406,109.36402130126952,37.55110168457031,1.3899999856948853,116.54000091552734,18685.78515625,16.193023681640625,4.263631343841553,3260.0,18.600000381469727,1.149999976158142,13.41090488433838,20.39999961853028,93.12051391601562,30.200000762939453,
2025-02-28,1585.0,172.5,71.63589477539062,12.283870697021484,441.9942932128906,108.86915588378906,37.35346221923828,1.274999976158142,113.69756317138672,18186.166015625,15.425581932067873,4.312750816345215,2760.0,18.450000762939453,0.75,13.903952598571776,20.0,89.6716079711914,21.799999237060547,
2025-03-31,1265.0,152.5,66.80000305175781,11.708064079284668,422.0,107.0,35.79999923706055,1.0750000476837158,116.54000091552734,16000.0,15.550000190734863,4.53000020980835,2480.0,18.200000762939453,0.800000011920929,14.300000190734863,,83.5,30.799999237060547,
