Date,ABC-A.CR,ARC-B.CR,BNC.CR,BVCC.CR,BVL.CR,C2444A.CR,C2445A.CR,C2446A.CR,C2447A.CR,C2448A.CR,C2449A.CR,C2450A.CR,C2451A.CR,C2452A.CR,CCR.CR,CRM-A.CR,DOM.CR,DT434P.CR,EFE.CR,ENV.CR,FNC.CR,FST42P.CR,GMC-B.CR,GZL.CR,IBC.CR,IVC-A.CR,IVC-B.CR,MVZ-A.CR,MVZ-B.CR,PI413.CR,PIV-B.CR,PTN.CR,RST-B.CR,RST.CR,SD251P.CR,SVS.CR,TDV-D.CR
2023-02-28,,,,,,,,,,,,,,,53.0,,,,0.8389999866485596,,7.300000190734863,,,14.75,,,,,,,,2.049999952316284,,,,1.899999976158142,
2023-03-31,,,,,,,,,,,,,,,43.0,,,,0.9800000190734864,,10.329999923706056,,,14.649999618530272,,,,,,,,1.899999976158142,,,,1.850000023841858,
2023-04-28,,,,,,,,,,,,,,,45.0,,,,1.0700000524520874,,10.0,,,15.4399995803833,,,,,,,,2.0,,,,2.359999895095825,
2023-05-31,,,,,,,,,,,,,,,150.0,,,,1.2999999523162842,,11.0,,,14.0,,,,,,,,2.299999952316284,,,,2.930000066757202,
2023-06-30,,,,,,,,,,,,,,,200.0,,,,1.4500000476837158,,11.0,,,17.75,,,,,,,,2.450000047683716,,,,3.759999990463257,
2023-07-31,,,,,,,,,,,,,,,199.5,,,,1.3799999952316284,,14.0,,,16.799999237060547,,,,,,,,2.289999961853028,,,,2.650000095367432,
2023-08-31,,,,,,,,,,,,,,,200.0,,,,1.2000000476837158,,14.989999771118164,,,21.989999771118164,,,,,,,,4.989999771118164,,,,2.809999942779541,
2023-09-29,,,,,,,,,,,,,,,200.0,,,,1.2000000476837158,,14.949999809265137,,,21.790000915527344,,,,,,,,4.489999771118164,,,,2.75,
2023-10-31,,,,,,,,,,,,,,,230.0,,,,1.4700000286102295,,14.0,,,27.0,,,,,,,,3.890000104904175,,,,4.0,
2023-11-30,,,,,,,,,,,,,,,329.0,,,,2.700000047683716,,14.300000190734863,,,28.850000381469727,,,,,,,,4.400000095367432,,,,3.7899999618530273,
2023-12-29,,,,,,,,,,,,,,,560.0,,,,4.900000095367432,,14.0,,,28.989999771118164,,,,,,,,3.900000095367432,,,,3.990000009536743,
2024-01-31,,,,,,,,,,,,,,,630.0,,,,8.880000114440918,,14.199999809265137,,,27.989999771118164,,,,,,,,3.5799999237060547,,,,5.949999809265137,
2024-02-29,,,,,,,,,,,,,,,615.0,,,,8.380000114440918,,12.0,,,24.0,,,,,,,,3.390000104904175,,,,5.789999961853027,
2024-03-27,,,,,,,,,,,,,,,730.0,,,,8.899999618530273,,10.0,,,23.200000762939453,,,,,,,,3.490000009536743,,,,5.440000057220459,
2024-04-30,,,,,,,,,,,,,,,740.0,,,,7.0,,10.0,,,28.75,,,,,,,,4.550000190734863,,,,5.590000152587891,
2024-05-31,,,,,,,,,,,,,,,767.989990234375,,,,6.400000095367432,,10.0,,,25.89999961853028,,,,,,,,4.590000152587891,,,,5.690000057220459,
2024-06-28,,,,,,,,,,,,,,,715.0,,,,5.880000114440918,,10.0,,,26.979999542236328,,,,,,,,5.550000190734863,,,,5.199999809265137,
2024-07-31,,,,,,,,,,,,,,,800.0,,,,6.900000095367432,,10.0,,,27.0,,,,,,,,11.5,,,,10.0,
2024-08-30,,,,,,,,,,,,,,,600.0,,,,7.5,,9.989999771118164,,,25.0,,,,,,,,11.579999923706056,,,,9.0,
2024-09-30,,,,,,,,,,,,,,,550.0,,,,7.300000190734863,,9.739999771118164,,,22.989999771118164,,,,,,,,9.149999618530272,,,,8.800000190734863,
2024-10-31,,,,,,,,,,,,,,,550.0,,,,7.25,,9.100000381469728,,,18.989999771118164,,,,,,,,8.300000190734863,,,,8.550000190734863,
2024-11-29,,,,,,,,,,,,,,,493.0,,,,7.0,,9.1899995803833,,,19.600000381469727,,,,,,,,8.0,,,,9.1899995803833,
2024-12-30,,,,,,,,,,,,,,,700.0,,,,6.940000057220459,,14.979999542236328,,,19.5,,,,,,,,8.5,,,,9.920000076293944,
2025-01-31,,,,,,,,,,,,,,,780.0,,,,7.300000190734863,,14.489999771118164,,,27.5,,,,,,,,8.899999618530273,,,,10.75,
2025-02-28,,,,,,,,,,,,,,,555.0,,,,7.329999923706055,,19.0,,,28.0,,,,,,,,9.899999618530272,,,,9.989999771118164,
2025-03-31,,,,,,,,,,,,,,,470.0,,,,7.0,,22.0,,,44.9900016784668,,,,,,,,10.149999618530272,,,,12.399999618530272,
