Date,APG1L.VS,GRG1L.VS,IGN1L.VS,INC1L.VS,INL1L.VS,LGD1L.VS,NTU1L.VS,PZV1L.VS,TEL1L.VS,UTR1L.VS,^OMXV
2023-04-28,2.451245784759521,0.7844791412353516,18.143701553344727,2.0799999237060547,7.066046237945557,0.6507481932640076,3.140000104904175,1.0214999914169312,1.8737486600875848,0.6499999761581421,
2023-05-31,2.363712310791016,0.8118749856948853,18.27486038208008,2.059999942779541,7.115116596221924,0.6507481932640076,3.400000095367432,1.034999966621399,1.8183528184890747,0.6499999761581421,
2023-06-30,2.418896436691284,0.8381249904632568,17.619064331054688,1.9900000095367432,6.869767665863037,0.6369999647140503,3.430000066757202,1.025999903678894,1.794676423072815,0.6800000071525574,
2023-07-31,2.4970734119415283,0.890625,17.706504821777344,1.9600000381469729,7.311395168304443,0.6140863299369812,3.400000095367432,1.0304999351501465,1.747323513031006,0.6499999761581421,
2023-08-31,2.446488380432129,0.8737499713897705,17.662784576416016,1.9600000381469729,7.262325763702393,0.641582727432251,3.3499999046325684,1.0889999866485596,1.6384117603302002,0.5899999737739563,
2023-09-29,2.437291145324707,0.8868749737739563,18.09998321533203,1.909999966621399,7.311395168304443,0.6232517957687378,3.2699999809265137,1.0709999799728394,1.5247646570205688,0.5699999928474426,
2023-10-31,2.455685615539551,0.8812500238418579,18.096481323242188,1.940000057220459,7.066046237945557,0.6232517957687378,3.1600000858306885,1.0889999866485596,1.4963529109954834,0.574999988079071,
2023-11-30,2.446488380432129,0.9187500476837158,17.347349166870117,1.820000052452088,7.066046237945557,0.6232517957687378,3.319999933242798,1.125,1.6289411783218384,0.4979999959468841,
2023-12-29,2.446488380432129,1.0265625715255735,17.004375457763672,1.899999976158142,7.066046237945557,0.6278345584869385,3.4200000762939453,1.2059999704360962,1.5768529176712036,0.4799999892711639,
2024-01-31,2.6120400428771973,1.0031250715255735,17.09463119506836,1.8600000143051147,6.869767665863037,0.6278345584869385,3.470000028610229,1.3140000104904177,1.6289411783218384,0.5,
2024-02-29,2.7132108211517334,1.0499999523162842,16.805809020996094,1.8600000143051147,6.771627902984619,0.6232517957687378,3.299999952316284,1.340999960899353,1.6147352457046509,0.550000011920929,
2024-03-28,2.731605291366577,1.0546875,16.78775978088379,1.840000033378601,6.280930519104004,0.6140863299369812,3.200000047683716,1.2599999904632568,1.586323380470276,0.5400000214576721,
2024-04-30,2.7775919437408447,1.045312523841858,17.18705940246582,2.2799999713897705,6.0,0.6278345584869385,2.940000057220459,1.305000066757202,1.600529432296753,0.4600000083446502,
2024-05-31,2.734999895095825,1.0950000286102295,16.981563568115234,2.5199999809265137,6.5,0.6850000023841858,2.4600000381469727,1.2599999904632568,1.6050000190734863,0.4300000071525574,
2024-06-28,2.755000114440918,1.0299999713897705,17.18705940246582,2.5999999046325684,6.400000095367432,0.675000011920929,2.1600000858306885,1.2899999618530271,1.5449999570846558,0.4300000071525574,
2024-07-31,2.755000114440918,1.0099999904632568,17.46728515625,2.680000066757202,6.199999809265137,0.699999988079071,1.870000004768372,1.350000023841858,1.5800000429153442,0.3000000119209289,
2024-08-30,2.755000114440918,1.0149999856948853,17.26178550720215,2.819999933242798,6.25,0.7300000190734863,1.5,1.3600000143051147,1.5750000476837158,0.2560000121593475,
2024-09-30,2.815000057220459,1.0149999856948853,18.175575256347656,3.400000095367432,6.349999904632568,0.7200000286102295,1.5750000476837158,1.409999966621399,1.5950000286102295,0.25,
2024-10-31,2.880000114440918,1.0149999856948853,18.659482955932617,3.5999999046325684,6.349999904632568,0.7400000095367432,1.5750000476837158,1.409999966621399,1.6050000190734863,0.2399999946355819,
2024-11-29,2.8350000381469727,1.0099999904632568,18.272356033325195,3.1600000858306885,6.349999904632568,0.75,1.4600000381469729,1.4600000381469729,1.590000033378601,0.2460000067949295,
2024-12-30,2.924999952316284,1.0499999523162842,18.949827194213867,3.220000028610229,6.300000190734863,0.7799999713897705,1.434999942779541,1.6200000047683716,1.5750000476837158,0.2980000078678131,
2025-01-31,3.009999990463257,1.065000057220459,20.37251663208008,3.220000028610229,6.150000095367432,0.8100000023841858,1.5499999523162842,1.7100000381469729,1.6399999856948853,0.3199999928474426,
2025-02-28,3.0299999713897705,1.0850000381469729,20.178953170776367,3.319999933242798,6.25,0.8149999976158142,1.5499999523162842,1.7200000286102295,1.6349999904632568,0.2860000133514404,
2025-03-31,3.039999961853028,1.0800000429153442,20.517690658569336,3.4200000762939453,6.25,0.8100000023841858,1.6100000143051147,1.649999976158142,1.6399999856948853,0.270000010728836,
