Date,ADID.BD,AKKO.BD,ANY.BD,APPEN.BD,ASTRA.BD,AUTOW.BD,BASF.BD,BAYER.BD,BET.BD,BIF.BD,BMW.BD,CIG.BD,CIVTA.BD,COMMB.BD,DBANK.BD,DELTA.BD,DHS.BD,DTEL.BD,ENEFI.BD,EPDUF.BD,EPROI.BD,ESENT.BD,FUTUR.BD,GLIA.BD,GLSTR.BD,GSP.BD,HENK.BD,INFIN.BD,KERMN.BD,LUFTH.BD,MAST.BD,MBH.BD,MBHJ.BD,MERC.BD,MGKR.BD,MOL.BD,MTEL.BD,MULTI.BD,NAP.BD,NATUR.BD,NAVIG.BD,NORD.BD,NUTEX.BD,OPUS.BD,ORM.BD,OTP.BD,OXOTH.BD,PERGY.BD,PLYDR.BD,PNSUM.BD,RICHT.BD,SIEME.BD,SPPC.BD,SUND.BD,THYSS.BD,VERTI.BD,VWPR.BD,WABS.BD,WIZZ.BD,ZWACK.BD,^BUX.BD
2023-03-31,,248.0,1347.5606689453125,,,,18363.134765625,22372.076171875,,154.49307250976562,38486.125,,,,,35.400001525878906,,,125.0,,,,,,,,,,,,,,386.0,,,2166.943603515625,,,1145.1312255859375,,,,13.5,113.8899917602539,,9419.265625,,,,,,,,,,,,,,16036.1953125,
2023-04-28,,246.0,1377.4117431640625,,,,17172.9296875,22082.11328125,,204.43023681640625,37451.5,,,,,34.5,,,122.0,,,,,,,,,,,,,,406.0,,,2317.379150390625,,,1029.057373046875,,,,14.0,115.83683013916016,,9719.337890625,,,,,,,,,,,,,,15906.87109375,
2023-05-31,,230.0,1428.5849609375,,,,16555.111328125,19419.572265625,,263.0,37994.31640625,,,,,33.5,,,142.0,,,,,,,,,,,,,,416.0,,,2383.300048828125,,,994.9180908203124,,,,16.350000381469727,102.40364837646484,,10471.654296875,,,,,,,,,,,,,,16294.84375,
2023-06-30,,209.0,1484.0224609375,,,,15723.357421875,18995.58203125,3213.45849609375,272.0,41373.80859375,,,,,42.0,,,130.0,,,,,,,,,,,,,,446.0,,,2525.283935546875,,,975.4098510742188,,,,13.350000381469728,155.94168090820312,,11766.666015625,,,,,,,,,,,,,,16725.92578125,
2023-07-31,,215.0,1488.794189453125,,,,18912.416015625,20679.544921875,2912.5,288.0,40993.8671875,,,,,44.70000076293945,,,157.0,,,,,,,,,,,,,,474.0,,,2643.00927734375,,,926.6393432617188,,,,11.449999809265137,213.1786956787109,,12426.2978515625,,,,,,,,,,,,,,17503.845703125,
2023-08-31,,238.0,1601.510498046875,,,,17236.91015625,19249.576171875,2524.166748046875,360.0,36944.47265625,,,,,39.5,,,150.0,,,,,,,,,,,,,,482.0,,,2530.823974609375,,,916.88525390625,,,,11.199999809265137,255.5224151611328,,13934.720703125,,,,,,,,,,,,,,17172.69140625,
2023-09-29,,225.0,1653.172119140625,,,,16521.123046875,17851.607421875,2684.354248046875,446.0,38124.296875,,,,,37.70000076293945,,,140.0,,,,,,,,,,,,,,458.0,,,2656.3193359375,,,961.754150390625,,,,11.850000381469728,357.7313842773437,,12901.62109375,,,,,,,,,,,,,,16888.845703125,
2023-10-31,,222.0,1737.7093505859375,,,,16561.109375,15547.658203125,2480.479248046875,464.0,34494.83984375,,,,,37.5,,,140.0,,,,,,,,,,,,,,440.0,,,2734.278564453125,,,942.2459106445312,,,,13.0,370.8725280761719,,13047.1279296875,,,,,,,,,,,,,,17030.76953125,
2023-11-30,,237.0,1991.3209228515625,,,,16195.2177734375,11925.73828125,2592.125,476.0,36469.54296875,,,,,36.59999847412109,,,200.0,,,,,,,,,,,,,,1140.0,,,2643.00927734375,,,955.9016723632812,,,,14.449999809265137,375.2528991699219,,14080.2275390625,,,,,,,,,,,,,,16983.4609375,
2023-12-29,,240.0,2338.86279296875,,,,18654.490234375,12949.71484375,3242.58349609375,505.0,38764.19921875,,,,,35.099998474121094,,,159.0,,,,,,,,,,,,,,1040.0,,,2686.742431640625,,,942.2459106445312,,,,14.199999809265137,371.845947265625,,15326.73828125,,,,,,,,,,,,,,17267.306640625,
2024-01-31,,264.0,2423.39990234375,,,,17532.822265625,11137.7548828125,3131.908447265625,490.0,35314.71484375,,,,,38.29999923706055,,,187.0,,,,,,,,,,,,,,955.0,,,2766.603271484375,,,1146.1065673828125,,,,15.149999618530272,409.3225708007813,,15957.2685546875,,,,,,,,,,,,,,18213.4609375,
2024-02-29,,250.0,2639.439453125,,,,18444.5546875,11105.7548828125,3575.579345703125,468.0,42168.69140625,,,,,35.29999923706055,,,191.0,,,,,,,,,,,,,,895.0,,,2747.5888671875,,,999.7951049804688,,,,15.0,411.756103515625,,16893.36328125,,,,,,,,,,,,,,19301.537109375,
2024-03-28,,255.0,3193.6279296875,,,,20823.8515625,11263.7529296875,3395.97509765625,710.0,41878.734375,,,,,38.20000076293945,,,197.0,,,,,,,,,,,,,,895.0,,,2814.139404296875,,,999.7951049804688,,,,14.699999809265137,392.2877502441406,,16296.7841796875,,,,,,,,,,,,,,20058.4609375,
2024-04-30,,245.0,3437.846435546875,,,,19177.58984375,10789.873046875,3689.166748046875,584.0,41493.79296875,,,,,37.400001525878906,,,189.0,,,,,,,,,,,,,,,,,2861.675537109375,,,1024.1802978515625,,,,14.149999618530272,367.9522705078125,,17654.849609375,,,,,,,,,,,,,,22707.69140625,
2024-05-31,,275.0,3992.034912109375,,,,18919.62109375,10907.8720703125,3669.75,490.0,35700.0,,,,,72.19999694824219,,,216.0,,,,,,,,,,,,,,,,,2790.0,,,1297.295166015625,,,,14.350000381469728,370.3858337402344,,17310.0,,,,,,,,,,,,,,22234.615234375,
2024-06-28,,280.0,4057.7861328125,,,,17997.736328125,10439.876953125,3890.0,510.0,35500.0,,,,,80.19999694824219,,,242.0,,,,,,,,,,,,,,,,,2878.0,,,1316.8033447265625,,,,14.300000190734863,433.5,,18325.0,,,,,,,,,,,,,,23370.0,
2024-07-31,,277.0,4280.0,,,,16997.86328125,11037.8701171875,5700.0,540.0,34100.0,,,,,78.80000305175781,,,228.0,,,,,,,,,,,,,,,,,2838.0,,,1394.8360595703125,,,,14.449999809265137,437.0,,18645.0,,,,,,,,,,,,,,24900.0,
2024-08-30,,268.0,4280.0,,,,16747.89453125,10855.8720703125,,518.0,33000.0,,,,,72.5999984741211,,,220.0,,,,,,,,,,,,,,,,,2694.0,,,1248.524658203125,,,,19.0,450.0,,18290.0,,,,,,,,,,,,,,24100.0,
2024-09-30,,308.0,4240.0,,,,18765.640625,12129.857421875,,453.0,31670.0,,,,,70.0,,,210.0,,,,,,,,,,,,,,,,,2668.0,,,1121.7213134765625,,,,18.899999618530277,508.0,,18660.0,,,,,,,,,,,,,,24000.0,
2024-10-31,,323.0,4230.0,,,,18497.673828125,10199.8798828125,5540.0,522.0,29600.0,,,,,72.0,,,216.0,,,,,,,,,,,,,,,,,2604.0,,,1121.7213134765625,,,,18.649999618530277,524.0,,18680.0,,,,,,,,,,,,,,24300.0,
2024-11-29,,340.0,4330.0,,,,17393.8125,7914.9072265625,6540.0,506.0,28600.0,,,,,68.5999984741211,,,234.0,,,,,,,,,,,,,,,,,2678.0,,,1180.2459716796875,,,,17.850000381469727,502.0,,21170.0,,,,,,,,,,,,,,24500.0,
2024-12-30,,341.0,4160.0,,,,17503.798828125,7935.90673828125,6760.0,500.0,32400.0,,,,,62.59999847412109,,,222.0,,,,,,,,,,,,,,,,,2730.0,,,1150.983642578125,,,,21.799999237060547,505.0,,21690.0,,,,,,,,,,,,,,25100.0,
2025-01-31,,340.0,4600.0,,,,19497.548828125,8901.8955078125,,540.0,33000.0,,,,,70.0,,,252.0,,,,,,,,,,,,,,,,,2878.0,,,1150.983642578125,,,,21.799999237060547,542.0,,24350.0,,,,,,,,,,,,,,26800.0,
2025-02-28,,337.0,4870.0,,,,19967.490234375,9194.8916015625,9200.0,566.0,33630.0,,,,,69.0,,,274.0,,,,,,,,,,,,,,,,,2880.0,,,1200.0,,,,21.5,590.0,,23790.0,,,,,,,,,,,,,,27900.0,
2025-03-31,,337.0,6180.0,,,,18297.69921875,8843.896484375,8220.0,500.0,30000.0,,,,,58.400001525878906,,,244.0,,,,,,,,,,,,,,,,,2930.0,,,1100.0,,,,20.799999237060547,549.0,,25000.0,,,,,,,,,,,,,,30800.0,
2025-04-30,82000.0,323.0,6180.0,,,,17897.75,9330.0,7650.0,466.0,31150.0,,500.0,,,54.0,,,229.0,,,,,200.0,,,,,,,,,,,,3014.0,,,1070.0,,,,18.950000762939453,550.0,,26280.0,,,,,,,,,,,,,,30400.0,
